Fiscal Year,Year,Quarter,Month,Date,DCA Entity,License Type Code,License Type,Transaction Code,Application Type,Target Cycle Time Complete Applications,Volume Complete Applications,Cycle Time Complete Applications,Volume Incomplete Applications,Cycle Time Incomplete Applications,Volume Renewal Applications,Cycle Time Renewal Applications,Comment,Website
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1001,Barber,2020,Renewal Application,0,0,0,0,0,1183,3,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1001,Barber,1015,Exam Applicant,42,89,13,38,71,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1001,Barber,1010,Pre-Application,42,8,15,3,87,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1001,Barber,1016,Re-Exam Applicant,20,158,8,4,104,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1001,Barber,1011,Reciprocity Applicant,28,6,4,5,49,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1001,Barber,2020,Renewal Application,0,0,0,0,0,1197,4,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1001,Barber Apprentice,1021,License Application – Apprentice,28,111,9,27,43,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1001,Barber Apprentice,1021,License Application – Apprentice,28,74,9,14,98,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1001,Barber Apprentice,1021,License Application – Apprentice,28,58,7,28,65,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1002,Cosmetologist,1015,Exam Applicant,42,257,11,80,41,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1002,Cosmetologist,1010,Pre-Application,42,0,0,69,72,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1002,Cosmetologist,1016,Re-Exam Applicant,20,354,7,29,34,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1002,Cosmetologist,1011,Reciprocity Applicant,28,53,5,24,90,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1002,Cosmetologist,2020,Renewal Application,0,0,0,0,0,10195,3,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1002,Cosmetologist,1015,Exam Applicant,42,209,18,103,50,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1002,Cosmetologist,1010,Pre-Application,42,1,25,15,59,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1002,Cosmetologist,1016,Re-Exam Applicant,20,275,9,19,71,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1002,Cosmetologist,1011,Reciprocity Applicant,28,64,7,22,86,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1002,Cosmetologist,2020,Renewal Application,0,0,0,0,0,10990,3,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1002,Cosmetologist,1015,Exam Applicant,42,143,17,89,73,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1002,Cosmetologist,1010,Pre-Application,42,24,18,6,54,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1002,Cosmetologist,1016,Re-Exam Applicant,20,308,9,24,65,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1002,Cosmetologist,1011,Reciprocity Applicant,28,47,6,14,90,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1002,Cosmetologist,2020,Renewal Application,0,0,0,0,0,10988,3,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1002,Cosmetologist Apprentice,1021,License Application – Apprentice,28,75,8,11,42,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1002,Cosmetologist Apprentice,1021,License Application – Apprentice,28,43,11,15,56,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1002,Cosmetologist Apprentice,1021,License Application – Apprentice,28,49,7,18,38,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1003,Electrologist,1015,Exam Applicant,42,1,7,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1003,Electrologist,1010,Pre-Application,42,0,0,1,76,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1003,Electrologist,1016,Re-Exam Applicant,20,2,12,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1003,Electrologist,1011,Reciprocity Applicant,28,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1003,Electrologist,2020,Renewal Application,0,0,0,0,0,39,1,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1003,Electrologist,1015,Exam Applicant,42,3,13,1,21,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1003,Electrologist,1010,Pre-Application,42,0,0,4,26,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1003,Electrologist,1016,Re-Exam Applicant,20,3,17,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1003,Electrologist,1011,Reciprocity Applicant,28,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1003,Electrologist,2020,Renewal Application,0,0,0,0,0,41,6,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1003,Electrologist,1015,Exam Applicant,42,0,0,1,29,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1003,Electrologist,1010,Pre-Application,42,0,0,2,41,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1003,Electrologist,1016,Re-Exam Applicant,20,2,21,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1003,Electrologist,1011,Reciprocity Applicant,28,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1003,Electrologist,2020,Renewal Application,0,0,0,0,0,56,1,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1003,Electrologist Apprentice,1021,License Application – Apprentice,28,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1003,Electrologist Apprentice,1021,License Application – Apprentice,28,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1003,Electrologist Apprentice,1021,License Application – Apprentice,28,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1007,Establishment,1020,License Application,28,427,14,118,56,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1007,Establishment,2020,Renewal Application,0,0,0,0,0,1647,4,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1007,Establishment,1020,License Application,28,301,12,134,43,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1007,Establishment,2020,Renewal Application,0,0,0,0,0,1700,3,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1007,Establishment,1020,License Application,28,436,9,149,47,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1007,Establishment,2020,Renewal Application,0,0,0,0,0,1765,5,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1004,Esthetician,1015,Exam Applicant,42,388,9,84,38,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1004,Esthetician,1010,Pre-Application,42,0,0,66,66,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1004,Esthetician,1016,Re-Exam Applicant,20,425,8,22,39,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1004,Esthetician,1011,Reciprocity Applicant,28,23,5,4,76,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1004,Esthetician,2020,Renewal Application,0,0,0,0,0,3106,3,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1004,Esthetician,1015,Exam Applicant,42,251,16,76,45,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1004,Esthetician,1010,Pre-Application,42,9,20,133,40,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1004,Esthetician,1016,Re-Exam Applicant,20,276,7,26,34,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1004,Esthetician,1011,Reciprocity Applicant,28,13,4,8,92,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1004,Esthetician,2020,Renewal Application,0,0,0,0,0,3492,3,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1004,Esthetician,1015,Exam Applicant,42,167,16,75,54,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1004,Esthetician,1010,Pre-Application,42,14,20,81,31,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1004,Esthetician,1016,Re-Exam Applicant,20,414,8,20,44,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1004,Esthetician,1011,Reciprocity Applicant,28,16,8,5,50,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1004,Esthetician,2020,Renewal Application,0,0,0,0,0,2916,3,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1005,Manicurist,1015,Exam Applicant,42,296,11,35,47,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1005,Manicurist,1010,Pre-Application,42,0,0,44,68,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1005,Manicurist,1016,Re-Exam Applicant,20,233,8,12,41,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1005,Manicurist,1011,Reciprocity Applicant,28,25,6,13,63,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1005,Manicurist,2020,Renewal Application,0,0,0,0,0,4023,3,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1005,Manicurist,1015,Exam Applicant,42,213,19,34,51,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1005,Manicurist,1010,Pre-Application,42,6,20,80,40,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1005,Manicurist,1016,Re-Exam Applicant,20,166,9,12,25,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1005,Manicurist,1011,Reciprocity Applicant,28,19,8,6,33,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1005,Manicurist,2020,Renewal Application,0,0,0,0,0,4680,3,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1005,Manicurist,1015,Exam Applicant,42,159,17,29,65,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1005,Manicurist,1010,Pre-Application,42,15,21,44,29,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1005,Manicurist,1016,Re-Exam Applicant,20,241,7,8,41,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1005,Manicurist,1011,Reciprocity Applicant,28,29,6,19,74,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1005,Manicurist,2020,Renewal Application,0,0,0,0,0,4742,3,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1008,Mobile Unit,1020,License Application,120,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1008,Mobile Unit,2020,Renewal Application,0,0,0,0,0,4,1,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1008,Mobile Unit,1020,License Application,120,0,0,1,261,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1008,Mobile Unit,2020,Renewal Application,0,0,0,0,0,1,1,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1008,Mobile Unit,1020,License Application,120,1,74,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1008,Mobile Unit,2020,Renewal Application,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1009,Schools,1020,License Application,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1009,Schools,1020,License Application,0,2,41,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1009,Schools,1020,License Application,0,2,80,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Barbering and Cosmetology,1010,Sponsor,1020,License Application,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Barbering and Cosmetology,1010,Sponsor,1020,License Application,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Barbering and Cosmetology,1010,Sponsor,1020,License Application,0,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Chiropractic Examiners,N/A,Chiropractic Corporations,N/A,Application,14,4,6,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Chiropractic Examiners,N/A,Chiropractic Corporations,N/A,Renewal Application,14,0,0,0,0,203,16,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Chiropractic Examiners,N/A,Chiropractic Corporations,N/A,Application,14,8,34,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Chiropractic Examiners,N/A,Chiropractic Corporations,N/A,Renewal Application,14,0,0,0,0,64,1,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Chiropractic Examiners,N/A,Chiropractic Corporations,N/A,Application,14,9,10,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Chiropractic Examiners,N/A,Chiropractic Corporations,N/A,Renewal Application,14,0,0,0,0,118,7,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Chiropractic Examiners,N/A,Doctor of Chiropractic,N/A,Initial/Exam Application,14,13,14,2,67,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Chiropractic Examiners,N/A,Doctor of Chiropractic,N/A,Renewal Application,14,0,0,0,0,"1,021",13,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Chiropractic Examiners,N/A,Doctor of Chiropractic,N/A,Initial/Exam Application,14,17,15,3,45,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Chiropractic Examiners,N/A,Doctor of Chiropractic,N/A,Renewal Application,14,0,0,0,0,816,1,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Chiropractic Examiners,N/A,Doctor of Chiropractic,N/A,Initial/Exam Application,14,16,17,1,56,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Chiropractic Examiners,N/A,Doctor of Chiropractic,N/A,Renewal Application,14,0,0,0,0,"1,133",6,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Chiropractic Examiners,N/A,Referral Services,N/A,Application,14,0,0,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Chiropractic Examiners,N/A,Referral Services,N/A,Application,14,0,0,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Chiropractic Examiners,N/A,Referral Services,N/A,Application,14,0,0,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Chiropractic Examiners,N/A,Satellite Offices,N/A,Application,14,95,12,0,0,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Chiropractic Examiners,N/A,Satellite Offices,N/A,Renewal Application,14,0,0,0,0,244,12,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Chiropractic Examiners,N/A,Satellite Offices,N/A,Application,14,74,5,0,0,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Chiropractic Examiners,N/A,Satellite Offices,N/A,Renewal Application,14,0,0,0,0,256,2,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Chiropractic Examiners,N/A,Satellite Offices,N/A,Application,14,126,8,0,0,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Chiropractic Examiners,N/A,Satellite Offices,N/A,Renewal Application,14,0,0,0,0,215,6,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Occupational Therapy,7101,Occupational Therapist,1020,Initial Ot,30,61,29,56,69,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Occupational Therapy,7101,Occupational Therapist,2020,Renewal Application,0,0,0,0,0,579,4,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Occupational Therapy,7101,Occupational Therapist,1020,Initial Ot,30,44,20,73,51,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Occupational Therapy,7101,Occupational Therapist,2020,Renewal Application,0,0,0,0,0,518,2,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Occupational Therapy,7101,Occupational Therapist,1020,Initial Ot,30,47,24,48,95,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Occupational Therapy,7101,Occupational Therapist,2020,Renewal Application,0,0,0,0,0,559,2,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Occupational Therapy,7102,Occupational Therapist Limited Permit,1020,Initial Otlp,30,3,6,1,12,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Occupational Therapy,7102,Occupational Therapist Limited Permit,1020,Initial Otlp,30,2,11,1,12,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Occupational Therapy,7102,Occupational Therapist Limited Permit,1020,Initial Otlp,30,1,10,4,19,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Occupational Therapy,7103,Occupational Therapy Assistant,1020,Initial Ota,30,13,23,18,72,0,0,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Occupational Therapy,7103,Occupational Therapy Assistant,2020,Renewal Application,0,0,0,0,0,144,2,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Occupational Therapy,7103,Occupational Therapy Assistant,1020,Initial Ota,30,14,20,18,60,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Occupational Therapy,7103,Occupational Therapy Assistant,2020,Renewal Application,0,0,0,0,0,129,6,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Occupational Therapy,7103,Occupational Therapy Assistant,1020,Initial Ota,30,26,23,19,69,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Occupational Therapy,7103,Occupational Therapy Assistant,2020,Renewal Application,0,0,0,0,0,165,2,,
6/30/2022,2022,Q2,December,12/31/2021,Board of Occupational Therapy,7104,Occupational Therapy Assistant Limited Permit,1020,Initial Oalp,30,0,0,1,32,0,0,,
6/30/2022,2022,Q2,November,11/30/2021,Board of Occupational Therapy,7104,Occupational Therapy Assistant Limited Permit,1020,Initial Oalp,30,0,0,3,17,0,0,,
6/30/2022,2022,Q2,October,10/31/2021,Board of Occupational Therapy,7104,Occupational Therapy Assistant Limited Permit,1020,Initial Oalp,30,0,0,4,18,0,0,,
